state,district,label,modal_price
Uttar Pradesh,Baghpat,tomato,1200
Uttar Pradesh,Baghpat,apple,4900
Uttar Pradesh,Baghpat,banana - green,1030
Uttar Pradesh,Baghpat,bengal gram(gram)(whole),5100
Uttar Pradesh,Baghpat,brinjal,750
Uttar Pradesh,Baghpat,carrot,650
Uttar Pradesh,Baghpat,cauliflower,750
Uttar Pradesh,Baghpat,chikoos(sapota),2300
Uttar Pradesh,Baghpat,cucumbar(kheera),850
Uttar Pradesh,Baghpat,ginger(green),2700
Uttar Pradesh,Baghpat,green chilli,1600
Uttar Pradesh,Baghpat,guava,1400
Uttar Pradesh,Baghpat,gur(jaggery),2500
Uttar Pradesh,Baghpat,onion,900
Uttar Pradesh,Baghpat,papaya,1100
Uttar Pradesh,Baghpat,pomegranate,4300
Uttar Pradesh,Baghpat,potato,650
Uttar Pradesh,Baghpat,pumpkin,500
Uttar Pradesh,Baghpat,raddish,500
Uttar Pradesh,Baghpat,tomato,850
Uttar Pradesh,Baghpat,wheat,1850
Uttar Pradesh,Bahraich,gur(jaggery),2000
Uttar Pradesh,Bahraich,paddy(dhan)(common),1500
Uttar Pradesh,Bahraich,tomato,450
Uttar Pradesh,Bahraich,paddy(dhan)(common),1510
Uttar Pradesh,Bahraich,apple,5350
Uttar Pradesh,Bahraich,banana,900
Uttar Pradesh,Bahraich,bhindi(ladies finger),1150
Uttar Pradesh,Bahraich,brinjal,500
Uttar Pradesh,Bahraich,fish,4300
Uttar Pradesh,Bahraich,grapes,4500
Uttar Pradesh,Bahraich,green chilli,1500
Uttar Pradesh,Bahraich,gur(jaggery),2500
Uttar Pradesh,Bahraich,lemon,2350
Uttar Pradesh,Bahraich,onion,785
Uttar Pradesh,Bahraich,paddy(dhan)(common),1500
Uttar Pradesh,Bahraich,potato,675
Uttar Pradesh,Bahraich,rice,2150
Uttar Pradesh,Bahraich,tomato,700
Uttar Pradesh,Bahraich,wheat,1800
Uttar Pradesh,Ballia,banana,1750
Uttar Pradesh,Ballia,gur(jaggery),4300
Uttar Pradesh,Ballia,onion,1150
Uttar Pradesh,Ballia,potato,1050
Uttar Pradesh,Ballia,rice,2100
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),apple,3500
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),kinnow,900
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),onion,700
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),pomegranate,3800
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),potato,400
Uttar Pradesh,Bulandshahar,bajra(pearl millet/cumbu),1590
Uttar Pradesh,Bulandshahar,banana,1190
Uttar Pradesh,Bulandshahar,bhindi(ladies finger),590
Uttar Pradesh,Bulandshahar,bottle gourd,690
Uttar Pradesh,Bulandshahar,brinjal,580
Uttar Pradesh,Bulandshahar,carrot,690
Uttar Pradesh,Bulandshahar,cauliflower,590
Uttar Pradesh,Bulandshahar,maize,1490
Uttar Pradesh,Bulandshahar,mustard,3590
Uttar Pradesh,Bulandshahar,onion,1190
Uttar Pradesh,Bulandshahar,potato,590
Uttar Pradesh,Bulandshahar,pumpkin,690
Uttar Pradesh,Bulandshahar,tomato,690
Uttar Pradesh,Bulandshahar,wheat,1735
Uttar Pradesh,Bulandshahar,brinjal,445
Uttar Pradesh,Bulandshahar,carrot,430
Uttar Pradesh,Bulandshahar,cauliflower,410
Uttar Pradesh,Bulandshahar,green chilli,1005
Uttar Pradesh,Bulandshahar,guava,910
Uttar Pradesh,Bulandshahar,onion,985
Uttar Pradesh,Bulandshahar,potato,440
Uttar Pradesh,Bulandshahar,raddish,220
Uttar Pradesh,Bulandshahar,tomato,710
Uttar Pradesh,Bulandshahar,carrot,460
Uttar Pradesh,Bulandshahar,cauliflower,550
Uttar Pradesh,Bulandshahar,green chilli,960
Uttar Pradesh,Bulandshahar,gur(jaggery),2200
Uttar Pradesh,Bulandshahar,onion,560
Uttar Pradesh,Bulandshahar,potato,410
Uttar Pradesh,Bulandshahar,tomato,860
Uttar Pradesh,Chitrakut,arhar (tur/red gram)(whole),4475
Uttar Pradesh,Chitrakut,bengal gram(gram)(whole),3875
Uttar Pradesh,Chitrakut,mustard,3475
Uttar Pradesh,Chitrakut,rice,1775
Uttar Pradesh,Chitrakut,wheat,1925
Uttar Pradesh,Etah,bajra(pearl millet/cumbu),1830
Uttar Pradesh,Etah,banana - green,900
Uttar Pradesh,Etah,brinjal,700
Uttar Pradesh,Etah,carrot,500
Uttar Pradesh,Etah,cauliflower,600
Uttar Pradesh,Etah,colacasia,1100
Uttar Pradesh,Etah,field pea,500
Uttar Pradesh,Etah,garlic,800
Uttar Pradesh,Etah,ginger(green),3900
Uttar Pradesh,Etah,green chilli,1300
Uttar Pradesh,Etah,mustard,3100
Uttar Pradesh,Etah,onion,700
Uttar Pradesh,Etah,potato,500
Uttar Pradesh,Etah,tobacco,1900
Uttar Pradesh,Etah,tomato,700
Uttar Pradesh,Etah,wheat,1900
Uttar Pradesh,Etawah,bajra(pearl millet/cumbu),1650
Uttar Pradesh,Etawah,brinjal,600
Uttar Pradesh,Etawah,carrot,750
Uttar Pradesh,Etawah,cauliflower,450
Uttar Pradesh,Etawah,green chilli,1250
Uttar Pradesh,Etawah,green peas,650
Uttar Pradesh,Etawah,guava,950
Uttar Pradesh,Etawah,potato,400
Uttar Pradesh,Etawah,pumpkin,550
Uttar Pradesh,Etawah,raddish,500
Uttar Pradesh,Etawah,tomato,700
Uttar Pradesh,Farukhabad,maize,1650
Uttar Pradesh,Farukhabad,potato,430
Uttar Pradesh,Farukhabad,wheat,1870
Uttar Pradesh,Fatehpur,potato,490
Uttar Pradesh,Fatehpur,gur(jaggery),2500
Uttar Pradesh,Fatehpur,paddy(dhan)(common),1750
Uttar Pradesh,Fatehpur,wheat,1950
Uttar Pradesh,Gautam Budh Nagar,brinjal,600
Uttar Pradesh,Gautam Budh Nagar,cabbage,500
Uttar Pradesh,Gautam Budh Nagar,carrot,400
Uttar Pradesh,Gautam Budh Nagar,green chilli,900
Uttar Pradesh,Gautam Budh Nagar,potato,500
Uttar Pradesh,Gautam Budh Nagar,tomato,700
Uttar Pradesh,Ghaziabad,apple,5850
Uttar Pradesh,Ghaziabad,arhar dal(tur dal),6080
Uttar Pradesh,Ghaziabad,banana,1260
Uttar Pradesh,Ghaziabad,bengal gram(gram)(whole),5330
Uttar Pradesh,Ghaziabad,black gram dal (urd dal),5500
Uttar Pradesh,Ghaziabad,bottle gourd,1800
Uttar Pradesh,Ghaziabad,brinjal,970
Uttar Pradesh,Ghaziabad,cabbage,570
Uttar Pradesh,Ghaziabad,green chilli,2500
Uttar Pradesh,Ghaziabad,gur(jaggery),2260
Uttar Pradesh,Ghaziabad,lemon,2750
Uttar Pradesh,Ghaziabad,mousambi(sweet lime),2680
Uttar Pradesh,Ghaziabad,mustard,4100
Uttar Pradesh,Ghaziabad,mustard oil,9250
Uttar Pradesh,Ghaziabad,onion,760
Uttar Pradesh,Ghaziabad,papaya,1300
Uttar Pradesh,Ghaziabad,potato,610
Uttar Pradesh,Ghaziabad,raddish,280
Uttar Pradesh,Ghaziabad,rice,2670
Uttar Pradesh,Ghaziabad,sugar,3380
Uttar Pradesh,Ghaziabad,tomato,970
Uttar Pradesh,Ghaziabad,wheat,1980
Uttar Pradesh,Jalaun (Orai),wheat,1980
Uttar Pradesh,Jalaun (Orai),wheat,1775
Uttar Pradesh,Jhansi,colacasia,2245
Uttar Pradesh,Jhansi,ginger(green),3245
Uttar Pradesh,Jhansi,black gram (urd beans)(whole),3600
Uttar Pradesh,Jhansi,groundnut,3150
Uttar Pradesh,Jhansi,wheat,1825
Uttar Pradesh,Kannuj,apple,6500
Uttar Pradesh,Kannuj,arhar dal(tur dal),6800
Uttar Pradesh,Kannuj,banana,2200
Uttar Pradesh,Kannuj,bengal gram(gram)(whole),4600
Uttar Pradesh,Kannuj,black gram dal (urd dal),6500
Uttar Pradesh,Kannuj,brinjal,800
Uttar Pradesh,Kannuj,cabbage,470
Uttar Pradesh,Kannuj,cauliflower,480
Uttar Pradesh,Kannuj,green chilli,2100
Uttar Pradesh,Kannuj,gur(jaggery),2400
Uttar Pradesh,Kannuj,maize,1800
Uttar Pradesh,Kannuj,mustard,3400
Uttar Pradesh,Kannuj,mustard oil,9000
Uttar Pradesh,Kannuj,onion,800
Uttar Pradesh,Kannuj,paddy(dhan)(common),2400
Uttar Pradesh,Kannuj,peas cod,1000
Uttar Pradesh,Kannuj,potato,480
Uttar Pradesh,Kannuj,rice,2500
Uttar Pradesh,Kannuj,tomato,780
Uttar Pradesh,Kannuj,wheat,2040
Uttar Pradesh,Kanpur,apple,5800
Uttar Pradesh,Kanpur,bajra(pearl millet/cumbu),1400
Uttar Pradesh,Kanpur,banana,2800
Uttar Pradesh,Kanpur,barley (jau),1400
Uttar Pradesh,Kanpur,bottle gourd,900
Uttar Pradesh,Kanpur,brinjal,1000
Uttar Pradesh,Kanpur,cabbage,900
Uttar Pradesh,Kanpur,cauliflower,900
Uttar Pradesh,Kanpur,ghee,29000
Uttar Pradesh,Kanpur,green chilli,500
Uttar Pradesh,Kanpur,green gram (moong)(whole),5800
Uttar Pradesh,Kanpur,guava,900
Uttar Pradesh,Kanpur,jowar(sorghum),1400
Uttar Pradesh,Kanpur,maize,1500
Uttar Pradesh,Kanpur,mustard,3800
Uttar Pradesh,Kanpur,onion,900
Uttar Pradesh,Kanpur,paddy(dhan)(basmati),1775
Uttar Pradesh,Kanpur,paddy(dhan)(common),1752
Uttar Pradesh,Kanpur,potato,900
Uttar Pradesh,Kanpur,pumpkin,1400
Uttar Pradesh,Kanpur,raddish,900
Uttar Pradesh,Kanpur,tomato,900
Uttar Pradesh,Kanpur,wheat,1800
Uttar Pradesh,Kanpur,wood,500
Uttar Pradesh,Khiri (Lakhimpur),onion,900
Uttar Pradesh,Khiri (Lakhimpur),potato,440
Uttar Pradesh,Khiri (Lakhimpur),tomato,850
Uttar Pradesh,Khiri (Lakhimpur),gur(jaggery),3100
Uttar Pradesh,Khiri (Lakhimpur),gur(jaggery),500
Uttar Pradesh,Khiri (Lakhimpur),gur(jaggery),2100
Uttar Pradesh,Khiri (Lakhimpur),pumpkin,350
Uttar Pradesh,Khiri (Lakhimpur),white pumpkin,310
Uttar Pradesh,Lakhimpur,apple,6410
Uttar Pradesh,Lakhimpur,arhar dal(tur dal),6380
Uttar Pradesh,Lakhimpur,banana,1785
Uttar Pradesh,Lakhimpur,banana - green,670
Uttar Pradesh,Lakhimpur,bottle gourd,1050
Uttar Pradesh,Lakhimpur,brinjal,960
Uttar Pradesh,Lakhimpur,cabbage,700
Uttar Pradesh,Lakhimpur,capsicum,1720
Uttar Pradesh,Lakhimpur,cauliflower,710
Uttar Pradesh,Lakhimpur,field pea,860
Uttar Pradesh,Lakhimpur,garlic,2540
Uttar Pradesh,Lakhimpur,ginger(green),3540
Uttar Pradesh,Lakhimpur,grapes,4240
Uttar Pradesh,Lakhimpur,green chilli,1890
Uttar Pradesh,Lakhimpur,gur(jaggery),2430
Uttar Pradesh,Lakhimpur,mustard,3085
Uttar Pradesh,Lakhimpur,mustard oil,9245
Uttar Pradesh,Lakhimpur,onion,850
Uttar Pradesh,Lakhimpur,orange,1750
Uttar Pradesh,Lakhimpur,pomegranate,4140
Uttar Pradesh,Lakhimpur,potato,500
Uttar Pradesh,Lakhimpur,pumpkin,1120
Uttar Pradesh,Lakhimpur,rice,2250
Uttar Pradesh,Lakhimpur,sugar,3440
Uttar Pradesh,Lakhimpur,tomato,690
Uttar Pradesh,Lakhimpur,wheat,1845
Uttar Pradesh,Mahoba,bengal gram(gram)(whole),4050
Uttar Pradesh,Mahoba,black gram (urd beans)(whole),3750
Uttar Pradesh,Mahoba,mustard,3450
Uttar Pradesh,Mahoba,wheat,1825
Uttar Pradesh,Mau(Maunathbhanjan),arhar dal(tur dal),6200
Uttar Pradesh,Mau(Maunathbhanjan),rice,2000
Uttar Pradesh,Mau(Maunathbhanjan),wheat,1735
Uttar Pradesh,Mirzapur,apple,6250
Uttar Pradesh,Mirzapur,arhar dal(tur dal),6875
Uttar Pradesh,Mirzapur,bengal gram dal (chana dal),5430
Uttar Pradesh,Mirzapur,bengal gram(gram)(whole),5010
Uttar Pradesh,Mirzapur,black gram dal (urd dal),6430
Uttar Pradesh,Mirzapur,bottle gourd,980
Uttar Pradesh,Mirzapur,brinjal,820
Uttar Pradesh,Mirzapur,garlic,2000
Uttar Pradesh,Mirzapur,ginger(green),5360
Uttar Pradesh,Mirzapur,green chilli,1500
Uttar Pradesh,Mirzapur,gur(jaggery),3170
Uttar Pradesh,Mirzapur,lentil (masur)(whole),4410
Uttar Pradesh,Mirzapur,mustard,4090
Uttar Pradesh,Mirzapur,mustard oil,9880
Uttar Pradesh,Mirzapur,onion,860
Uttar Pradesh,Mirzapur,peas(dry),4880
Uttar Pradesh,Mirzapur,potato,600
Uttar Pradesh,Mirzapur,rice,2320
Uttar Pradesh,Mirzapur,tomato,500
Uttar Pradesh,Mirzapur,wheat,1950
Uttar Pradesh,Muradabad,apple,4130
Uttar Pradesh,Muradabad,banana - green,360
Uttar Pradesh,Muradabad,brinjal,460
Uttar Pradesh,Muradabad,cabbage,260
Uttar Pradesh,Muradabad,onion,530
Uttar Pradesh,Muradabad,paddy(dhan)(common),1932
Uttar Pradesh,Muradabad,peas(dry),400
Uttar Pradesh,Muradabad,potato,460
Uttar Pradesh,Muradabad,tomato,450
Uttar Pradesh,Muzaffarnagar,apple,5820
Uttar Pradesh,Muzaffarnagar,banana - green,1310
Uttar Pradesh,Muzaffarnagar,barley (jau),1940
Uttar Pradesh,Muzaffarnagar,bottle gourd,1280
Uttar Pradesh,Muzaffarnagar,brinjal,1030
Uttar Pradesh,Muzaffarnagar,carrot,630
Uttar Pradesh,Muzaffarnagar,cauliflower,700
Uttar Pradesh,Muzaffarnagar,garlic,2090
Uttar Pradesh,Muzaffarnagar,green chilli,2260
Uttar Pradesh,Muzaffarnagar,gur(jaggery),2510
Uttar Pradesh,Muzaffarnagar,lemon,2660
Uttar Pradesh,Muzaffarnagar,maize,1930
Uttar Pradesh,Muzaffarnagar,mousambi(sweet lime),2610
Uttar Pradesh,Muzaffarnagar,mustard,4100
Uttar Pradesh,Muzaffarnagar,mustard oil,9270
Uttar Pradesh,Muzaffarnagar,onion,890
Uttar Pradesh,Muzaffarnagar,papaya,1170
Uttar Pradesh,Muzaffarnagar,potato,615
Uttar Pradesh,Muzaffarnagar,pumpkin,800
Uttar Pradesh,Muzaffarnagar,rice,2700
Uttar Pradesh,Muzaffarnagar,tomato,1070
Uttar Pradesh,Muzaffarnagar,wheat,1965
Uttar Pradesh,Muzaffarnagar,apple,2600
Uttar Pradesh,Muzaffarnagar,bottle gourd,420
Uttar Pradesh,Muzaffarnagar,carrot,490
Uttar Pradesh,Muzaffarnagar,green chilli,1005
Uttar Pradesh,Muzaffarnagar,gur(jaggery),2240
Uttar Pradesh,Muzaffarnagar,onion,980
Uttar Pradesh,Muzaffarnagar,plum,570
Uttar Pradesh,Muzaffarnagar,pumpkin,400
Uttar Pradesh,Muzaffarnagar,raddish,330
Uttar Pradesh,Muzaffarnagar,rice,3900
Uttar Pradesh,Muzaffarnagar,wheat,1900
Uttar Pradesh,Muzaffarnagar,ber(zizyphus/borehannu),1150
Uttar Pradesh,Muzaffarnagar,bhindi(ladies finger),1150
Uttar Pradesh,Muzaffarnagar,brinjal,440
Uttar Pradesh,Muzaffarnagar,carrot,440
Uttar Pradesh,Muzaffarnagar,cauliflower,340
Uttar Pradesh,Muzaffarnagar,cucumbar(kheera),900
Uttar Pradesh,Muzaffarnagar,green chilli,1100
Uttar Pradesh,Muzaffarnagar,green peas,1100
Uttar Pradesh,Muzaffarnagar,lemon,3100
Uttar Pradesh,Muzaffarnagar,onion,1100
Uttar Pradesh,Muzaffarnagar,papaya,900
Uttar Pradesh,Muzaffarnagar,potato,440
Uttar Pradesh,Muzaffarnagar,pumpkin,470
Uttar Pradesh,Muzaffarnagar,raddish,260
Uttar Pradesh,Muzaffarnagar,tomato,900
Uttar Pradesh,Muzaffarnagar,wood,295
Uttar Pradesh,Raebarelli,paddy(dhan)(common),1750
Uttar Pradesh,Raebarelli,potato,500
Uttar Pradesh,Rampur,mustard,3350
Uttar Pradesh,Rampur,potato,495
Uttar Pradesh,Rampur,wheat,1905
Uttar Pradesh,Saharanpur,apple,3950
Uttar Pradesh,Saharanpur,banana,1200
Uttar Pradesh,Saharanpur,cabbage,520
Uttar Pradesh,Saharanpur,carrot,500
Uttar Pradesh,Saharanpur,ginger(green),3800
Uttar Pradesh,Saharanpur,green chilli,2250
Uttar Pradesh,Saharanpur,onion,1050
Uttar Pradesh,Saharanpur,peas cod,900
Uttar Pradesh,Saharanpur,potato,560
Uttar Pradesh,Saharanpur,raddish,420
Uttar Pradesh,Saharanpur,tomato,1120
Uttar Pradesh,Saharanpur,bottle gourd,600
Uttar Pradesh,Saharanpur,brinjal,500
Uttar Pradesh,Saharanpur,carrot,360
Uttar Pradesh,Saharanpur,cauliflower,250
Uttar Pradesh,Saharanpur,cucumbar(kheera),700
Uttar Pradesh,Saharanpur,ginger(green),3200
Uttar Pradesh,Saharanpur,green chilli,1300
Uttar Pradesh,Saharanpur,onion,500
Uttar Pradesh,Saharanpur,papaya (raw),700
Uttar Pradesh,Saharanpur,potato,280
Uttar Pradesh,Saharanpur,tomato,500
Uttar Pradesh,Saharanpur,apple,6475
Uttar Pradesh,Saharanpur,banana,1165
Uttar Pradesh,Saharanpur,brinjal,660
Uttar Pradesh,Saharanpur,cabbage,450
Uttar Pradesh,Saharanpur,carrot,445
Uttar Pradesh,Saharanpur,field pea,1360
Uttar Pradesh,Saharanpur,garlic,1890
Uttar Pradesh,Saharanpur,ginger(green),2745
Uttar Pradesh,Saharanpur,green chilli,2040
Uttar Pradesh,Saharanpur,guava,1945
Uttar Pradesh,Saharanpur,gur(jaggery),2450
Uttar Pradesh,Saharanpur,onion,1440
Uttar Pradesh,Saharanpur,papaya,1745
Uttar Pradesh,Saharanpur,potato,545
Uttar Pradesh,Saharanpur,pumpkin,650
Uttar Pradesh,Saharanpur,raddish,295
Uttar Pradesh,Saharanpur,sweet potato,1145
Uttar Pradesh,Saharanpur,tomato,1340
Uttar Pradesh,Saharanpur,wheat,1760
Uttar Pradesh,Saharanpur,wood,440
Uttar Pradesh,Saharanpur,banana - green,1100
Uttar Pradesh,Saharanpur,cabbage,450
Uttar Pradesh,Saharanpur,cauliflower,440
Uttar Pradesh,Saharanpur,green peas,1150
Uttar Pradesh,Saharanpur,onion,1120
Uttar Pradesh,Saharanpur,potato,540
Uttar Pradesh,Saharanpur,raddish,360
Uttar Pradesh,Saharanpur,wood,280
Uttar Pradesh,Saharanpur,apple,4900
Uttar Pradesh,Saharanpur,banana,1300
Uttar Pradesh,Saharanpur,banana - green,1000
Uttar Pradesh,Saharanpur,bottle gourd,850
Uttar Pradesh,Saharanpur,brinjal,950
Uttar Pradesh,Saharanpur,cabbage,400
Uttar Pradesh,Saharanpur,carrot,500
Uttar Pradesh,Saharanpur,green chilli,1250
Uttar Pradesh,Saharanpur,groundnut,4900
Uttar Pradesh,Saharanpur,guava,1400
Uttar Pradesh,Saharanpur,mustard,4000
Uttar Pradesh,Saharanpur,onion,1100
Uttar Pradesh,Saharanpur,papaya,1300
Uttar Pradesh,Saharanpur,peas wet,1000
Uttar Pradesh,Saharanpur,potato,500
Uttar Pradesh,Saharanpur,pumpkin,400
Uttar Pradesh,Saharanpur,raddish,400
Uttar Pradesh,Saharanpur,tomato,1000
Uttar Pradesh,Saharanpur,wheat,1900
Uttar Pradesh,Saharanpur,wood,450
Uttar Pradesh,Saharanpur,banana - green,700
Uttar Pradesh,Saharanpur,bottle gourd,800
Uttar Pradesh,Saharanpur,brinjal,700
Uttar Pradesh,Saharanpur,carrot,450
Uttar Pradesh,Saharanpur,cauliflower,500
Uttar Pradesh,Saharanpur,green chilli,1200
Uttar Pradesh,Saharanpur,green peas,800
Uttar Pradesh,Saharanpur,onion,700
Uttar Pradesh,Saharanpur,papaya,800
Uttar Pradesh,Shahjahanpur,brinjal,470
Uttar Pradesh,Shahjahanpur,cauliflower,400
Uttar Pradesh,Shahjahanpur,colacasia,1550
Uttar Pradesh,Shahjahanpur,potato,460
Uttar Pradesh,Shahjahanpur,raddish,320
Uttar Pradesh,Shahjahanpur,tomato,700
Uttar Pradesh,Sitapur,gur(jaggery),2050
Uttar Pradesh,Sitapur,lentil (masur)(whole),4250
Uttar Pradesh,Sitapur,onion,700
Uttar Pradesh,Sitapur,potato,600
Uttar Pradesh,Sitapur,wheat,1750
Uttar Pradesh,Sitapur,wood,240
Uttar Pradesh,Sonbhadra,cauliflower,500
Uttar Pradesh,Sonbhadra,peas wet,800
Uttar Pradesh,Sonbhadra,raddish,600
Uttar Pradesh,Sonbhadra,arhar dal(tur dal),6715
Uttar Pradesh,Sonbhadra,barley (jau),1700
Uttar Pradesh,Sonbhadra,bengal gram(gram)(whole),5075
Uttar Pradesh,Sonbhadra,bottle gourd,885
Uttar Pradesh,Sonbhadra,brinjal,785
Uttar Pradesh,Sonbhadra,cauliflower,490
Uttar Pradesh,Sonbhadra,garlic,1810
Uttar Pradesh,Sonbhadra,green chilli,1650
Uttar Pradesh,Sonbhadra,gur(jaggery),3220
Uttar Pradesh,Sonbhadra,mustard,4035
Uttar Pradesh,Sonbhadra,onion,815
Uttar Pradesh,Sonbhadra,potato,660
Uttar Pradesh,Sonbhadra,rice,2240
Uttar Pradesh,Sonbhadra,tomato,475
Uttar Pradesh,Sonbhadra,wheat,1910
Uttrakhand,Dehradoon,apple,3050
Uttrakhand,Dehradoon,banana,750
Uttrakhand,Dehradoon,cabbage,400
Uttrakhand,Dehradoon,carrot,700
Uttrakhand,Dehradoon,cauliflower,550
Uttrakhand,Dehradoon,garlic,1350
Uttrakhand,Dehradoon,grapes,1800
Uttrakhand,Dehradoon,green chilli,850
Uttrakhand,Dehradoon,kinnow,750
Uttrakhand,Dehradoon,lemon,1350
Uttrakhand,Dehradoon,onion,1150
Uttrakhand,Dehradoon,orange,1800
Uttrakhand,Dehradoon,papaya,700
Uttrakhand,Dehradoon,peas wet,1150
Uttrakhand,Dehradoon,pomegranate,3500
Uttrakhand,Dehradoon,potato,550
Uttrakhand,Dehradoon,pumpkin,450
Uttrakhand,Dehradoon,raddish,300
Uttrakhand,Dehradoon,tomato,500
Uttrakhand,UdhamSinghNagar,onion,975
Uttrakhand,UdhamSinghNagar,potato,600
West Bengal,Bankura,mustard,4200
West Bengal,Bankura,onion,1150
West Bengal,Bankura,potato,380
West Bengal,Bankura,rice,2650
West Bengal,Bankura,rice,2850
West Bengal,Bankura,wheat,1700
West Bengal,Bankura,brinjal,500
West Bengal,Bankura,cucumbar(kheera),2500
West Bengal,Bankura,mustard,4200
West Bengal,Bankura,paddy(dhan)(common),1750
West Bengal,Bankura,potato,370
West Bengal,Bankura,rice,2650
West Bengal,Bankura,sweet pumpkin,900
West Bengal,Bankura,tomato,500
West Bengal,Bankura,wheat,1700
West Bengal,Burdwan,arhar (tur/red gram)(whole),6400
West Bengal,Burdwan,black gram (urd beans)(whole),6100
West Bengal,Burdwan,black gram (urd beans)(whole),5900
West Bengal,Burdwan,brinjal,1100
West Bengal,Burdwan,ginger(dry),7360
West Bengal,Burdwan,green gram (moong)(whole),7500
West Bengal,Burdwan,green gram (moong)(whole),7000
West Bengal,Burdwan,lentil (masur)(whole),6100
West Bengal,Burdwan,mustard,4350
West Bengal,Burdwan,onion,1020
West Bengal,Burdwan,peas(dry),4900
West Bengal,Burdwan,peas(dry),4600
West Bengal,Burdwan,potato,560
West Bengal,Burdwan,rice,3000
West Bengal,Burdwan,sweet pumpkin,910
West Bengal,Burdwan,tomato,560
West Bengal,Burdwan,wheat,2000
West Bengal,Burdwan,cucumbar(kheera),4000
West Bengal,Burdwan,green chilli,7000
West Bengal,Burdwan,gur(jaggery),3100
West Bengal,Burdwan,mustard,4300
West Bengal,Burdwan,onion,1000
West Bengal,Burdwan,paddy(dhan)(common),1750
West Bengal,Burdwan,potato,600
West Bengal,Burdwan,rice,2300
West Bengal,Burdwan,sweet pumpkin,1000
West Bengal,Burdwan,tomato,800
West Bengal,Burdwan,brinjal,800
West Bengal,Burdwan,mustard,3800
West Bengal,Burdwan,paddy(dhan)(common),1750
West Bengal,Burdwan,potato,500
West Bengal,Burdwan,rice,2300
West Bengal,Burdwan,"sesamum(sesame,gingelly,til)",7000
West Bengal,Burdwan,brinjal,900
West Bengal,Burdwan,cucumbar(kheera),3600
West Bengal,Burdwan,green chilli,3800
West Bengal,Burdwan,jute,3900
West Bengal,Burdwan,onion,1100
West Bengal,Burdwan,paddy(dhan)(common),1770
West Bengal,Burdwan,paddy(dhan)(common),1750
West Bengal,Burdwan,potato,510
West Bengal,Burdwan,rice,3000
West Bengal,Burdwan,rice,2250
West Bengal,Burdwan,sweet pumpkin,1100
West Bengal,Burdwan,tomato,1050
West Bengal,Burdwan,ginger(dry),8000
West Bengal,Burdwan,jute,3900
West Bengal,Burdwan,mustard,3800
West Bengal,Burdwan,mustard oil,9925
West Bengal,Burdwan,onion,1000
West Bengal,Burdwan,paddy(dhan)(common),1750
West Bengal,Burdwan,potato,500
West Bengal,Burdwan,rice,2300
West Bengal,Burdwan,"sesamum(sesame,gingelly,til)",7100
West Bengal,Burdwan,bitter gourd,5000
West Bengal,Burdwan,brinjal,1200
West Bengal,Burdwan,cucumbar(kheera),3200
West Bengal,Hooghly,potato,480
West Bengal,Hooghly,rice,2850
West Bengal,Jalpaiguri,bitter gourd,4900
West Bengal,Jalpaiguri,brinjal,750
West Bengal,Jalpaiguri,cabbage,500
West Bengal,Jalpaiguri,cauliflower,650
West Bengal,Jalpaiguri,cucumbar(kheera),3200
West Bengal,Jalpaiguri,green chilli,2600
West Bengal,Jalpaiguri,potato,525
West Bengal,Jalpaiguri,sweet pumpkin,1200
West Bengal,Jalpaiguri,tomato,900
West Bengal,Malda,jute,3800
West Bengal,Malda,mustard,4000
West Bengal,Malda,mustard,4100
West Bengal,Malda,onion,750
West Bengal,Malda,potato,475
West Bengal,Malda,rice,3200
West Bengal,Malda,rice,2700
West Bengal,Medinipur(W),gur(jaggery),2950
West Bengal,Medinipur(W),jute,4100
West Bengal,Medinipur(W),mustard,4200
West Bengal,Medinipur(W),potato,350
West Bengal,Medinipur(W),rice,2550
West Bengal,Medinipur(W),rice,2400
West Bengal,Medinipur(W),"sesamum(sesame,gingelly,til)",8600
West Bengal,Murshidabad,jute,4300
West Bengal,Murshidabad,potato,400
West Bengal,Murshidabad,rice,2700
West Bengal,Murshidabad,jute,3800
West Bengal,Murshidabad,onion,860
West Bengal,Murshidabad,paddy(dhan)(common),1780
West Bengal,Murshidabad,potato,530
West Bengal,Murshidabad,rice,2900
West Bengal,Murshidabad,turmeric,7325
West Bengal,Murshidabad,wheat,2000
West Bengal,Nadia,brinjal,1500
West Bengal,Nadia,green chilli,5000
West Bengal,Nadia,jute,4300
West Bengal,Nadia,mustard,4100
West Bengal,Nadia,onion,1200
West Bengal,Nadia,paddy(dhan)(common),1770
West Bengal,Nadia,potato,580
West Bengal,Nadia,rice,3800
West Bengal,Nadia,sweet pumpkin,1400
West Bengal,North 24 Parganas,bitter gourd,6500
West Bengal,North 24 Parganas,brinjal,1600
West Bengal,North 24 Parganas,green chilli,5600
West Bengal,North 24 Parganas,onion,1000
West Bengal,North 24 Parganas,papaya (raw),800
West Bengal,North 24 Parganas,potato,560
West Bengal,North 24 Parganas,pumpkin,1500
West Bengal,North 24 Parganas,tomato,1400
West Bengal,Puruliya,bhindi(ladies finger),3300
